custom_id,misconfigured_snippet,related_cwe,misconfiguration_label
request-207,"class { '::ceilometer::db::mysql': password => 'ceilometer', }",CWE-798,1
request-207,class { '::ceilometer::keystone::authtoken': password => 'tralalayouyou' },CWE-798,1
request-207,"class { '::ceilometer::agent::auth': auth_url => 'http://localhost:35357/v2.0', auth_password => 'tralalerotralala' }",CWE-798,1
request-207,class { '::ceilometer': telemetry_secret => 'darksecret' },CWE-798,1
request-208,'default/trove_auth_url': value => $auth_url;,CWE-287,1
request-208,'default/swift_url': value => $swift_url;,CWE-287,1
request-208,$auth_url = 'http://localhost:5000/v2.0',CWE-319,1
request-209,,,0
request-210,"ensure_resource('file', 'create-policy-rc.d', { ensure => present, path => $policyrc_file, content => "" mode => '0755', owner => 'root', group => 'root' })",CWE-732,1
request-211,"if $debug { warning('debug is enabled, the traffic is not blocked.') }",CWE-284,1
request-212,"env::profile_script { 'add arcanist bin to path': content => ""export path=\$path:${deploy_dir}/arcanist/bin"", }",CWE-427,1
request-213,"cdh::hadoop::directory { '/user/history': owner => 'yarn', group => 'hdfs', mode => '1777', require => [service['hadoop-hdfs-namenode'], cdh::hadoop::directory['/user']], }",CWE-732,1
request-214,,,0
request-215,$swauth_super_admin_key = 'swauthkey',CWE-798,1
request-216,"file { '/boot/grub/menu.lst': ensure => present, content => template(""grub/ubuntu-menu.lst.erb""), notify => exec['reboot_semaphore']; }",CWE-276,1
request-216,"file { '/etc/default/grub': ensure => present, content => template(""grub/defaults.erb""), notify => exec['reboot_semaphore']; }",CWE-276,1
request-217,,,0
request-218,,,0
request-219,"file { ""/tmp/${script}"":
  ensure  => file,
  content => template(""monasca/${script}.erb""),
  mode    => '0755',
  owner   => 'root',
  group   => 'root',
}",CWE-379,1
request-220,"define lma_collector::logs::openstack ( $service_match = '.+', ) { ... file_match => ""(?p<service>${service_match})\.log\.?(?p<seq>\d*)$"", ... }",CWE-184,1
request-221,,,0
request-222,"file { ""${docroot}/info.php"": ensure => file, require => package['apache2'], source => 'puppet:///modules/mediawiki/info.php', }",CWE-200,1
request-223,"file { '/etc/rabbitmq/ssl/private': ensure => directory, owner => 'root', mode => '0755', selinux_ignore_defaults => true, before => file[""/etc/rabbitmq/ssl/private/${::fqdn}.pem""], }",CWE-732,1
request-224,"$public_url = 'http://127.0.0.1:8888', $admin_url = 'http://127.0.0.1:8888', $internal_url = 'http://127.0.0.1:8888'",CWE-319,1
request-225,,,0
request-226,"'password' => ""\""${password}\""""",CWE-522,1
request-227,,,0
request-228,$password = false,CWE-798,1
request-229,,,0
request-230,,,0
request-231,$san_password = undef,CWE-522,1
request-232,"class { '::keystone': debug => true, catalog_type => 'sql', admin_token => 'admin_token', }",CWE-798,1
request-232,"class { '::keystone::roles::admin': email => 'example@abc.com', password => 'changeme', }",CWE-798,1
request-232,"class { '::keystone::roles::admin': email => 'test@puppetlabs.com', password => 'changeme', }",CWE-798,1
request-232,"class { '::keystone::db::mysql': password => 'keystone', }",CWE-798,1
request-232,"class { '::keystone': debug => true, database_connection => 'mysql://keystone:keystone@127.0.0.1/keystone', catalog_type => 'sql', admin_token => 'admin_token', }",CWE-798,1
request-232,"class { '::keystone': debug => true, database_connection => 'mysql://keystone:password@127.0.0.1/keystone', catalog_type => 'sql', admin_token => 'admin_token', }",CWE-798,1
request-233,,,0
request-234,if count($nodes) > 2 { $policy = 'stop' } else { $policy = 'ignore' },CWE-250,1
request-235,"exec { 'copy_template': command => ""cp /usr/local/etc/fast-path.env.tmpl ${fp_conf_file}"", }",CWE-78,1
request-235,"exec { 'set_hugepages_dir': command => ""config_va.sh hugepages_dir ${hugepages_dir}"", path => '/usr/local/bin/', }",CWE-78,1
request-235,"exec { 'set_vm_mem': command => ""config_va.sh vm_memory ${vm_mem}"", path => '/usr/local/bin/', }",CWE-78,1
request-235,"exec { 'set_fp_mem': command => ""config_va.sh fp_memory ${fp_mem}"", path => '/usr/local/bin/', }",CWE-78,1
request-235,"exec {'remove_old_conf': command => ""rm ${fp_conf_file}"", require => exec['set_fp_mem'], }",CWE-78,1
request-236,,,0
request-237,,,0
request-238,"file { '/tmp/wikimedia.key': source => 'puppet:///modules/hhvm/wikimedia.key', } exec { 'apt-key-wikimedia': command => '/usr/bin/apt-key add /tmp/wikimedia.key', require => file['/tmp/wikimedia.key'], }",CWE-377,1
request-239,,,0
request-240,"rabbitmq_user_permissions { 'aodh@/': configure_permission => '.*', write_permission => '.*', read_permission => '.*', provider => 'rabbitmqctl', require => class['::rabbitmq'], }",CWE-732,1
request-240,"database_connection => 'mysql+pymysql://aodh:aodh@127.0.0.1/aodh?charset=utf8',",CWE-798,1
request-241,"$log_dir = '/var/log/{{cookiecutter.project_name}}', $log_file = '/var/log/{{cookiecutter.project_name}}/{{cookiecutter.project_name}}.log'",CWE-732,1
request-242,$http_host = '0.0.0.0',CWE-200,1
request-242,$secret_key = undef,CWE-798,1
request-242,$oozie_security_enabled = false,CWE-284,1
request-242,$smtp_password = undef,CWE-798,1
request-242,$database_password = undef,CWE-798,1
request-242,$database_engine = 'sqlite3',CWE-922,1
request-243,"class { '::nagios::cgi':
  ...
  user => $http_user,
  password => $http_password,
  ...
  ui_tls_enabled => $ui_tls_enabled,
  ...
}",CWE-319,1
request-244,"$password = undef,",CWE-522,1
request-245,"file_line { 'clear_emulator_capabilities': path => '/etc/libvirt/qemu.conf', line => 'clear_emulator_capabilities = 0', notify => service['libvirt'] }",CWE-732,1
request-246,,,0
request-247,"file { '/etc/nginx/sites/kitano.nl': source => 'puppet:///modules/kitanonl/kitano.nl', ... }",CWE-276,1
request-248,,,0
request-249,"file { $file_real: ensure => $ensure, content => template($template), notify => service[$plugin_zabbix::params::agent_service] }",CWE-22,1
request-250,$nova_proxy_admin_pass,CWE-522,1
request-251,"git::clone { $ext_repo: directory => $ext_dir, branch => $mwbranch, remote => $remote, require => git::clone['mediawiki/core'], }",CWE-494,1
request-252,,,0
request-253,cinder_config { 'default/volume_clear': value => $volume_clear; 'default/volume_clear_size': value => $volume_clear_size; 'default/volume_clear_ionice': value => $volume_clear_ionice; },CWE-200,1
request-254,"charset = 'utf8', collate = 'utf8_general_ci'",CWE-176,1
request-255,,,0
request-256,,,0
request-257,"exec { $title: command => $command, ... user => $user, ... }",CWE-78,1
request-258,"command => ""keystone-manage ${extra_params} db_sync""",CWE-78,1
request-259,"file { '/etc/default/influxdb': ensure => present, owner => 'root', group => 'root', mode => '0644', content => template('influxdb/influxdb_variables.erb') }",CWE-732,1
request-260,,,0
request-261,,,0
request-262,"exec { ""run-hostname-centos"": command => ""/bin/hostname $fqdn"", refreshonly => true; }",CWE-78,1
request-262,"exec { ""disable-wifi"": command => ""/usr/sbin/networksetup -setairportpower en1 off"", unless => ""/usr/sbin/networksetup -getairportpower en1 | egrep 'off'""; }",CWE-78,1
request-262,"exec { ""disable multicast"": command => ""/usr/libexec/plistbuddy -c \""add :programarguments: string --no-multicast\"" /system/library/launchdaemons/com.apple.discoveryd.plist"", unless => ""/usr/bin/defaults read /system/library/launchdaemons/com.apple.discoveryd.plist | egrep 'no-multicast'"" }",CWE-78,1
request-263,"file { ""/etc/rc.modules"": ensure => present, mode => 0755; }",CWE-732,1
request-264,$auth_protocol = 'http',CWE-319,1
request-265,,,0
request-266,"$wggrouppermissions[""sysop""][""invitesignup""] = true;",CWE-862,1
request-267,,,0
request-268,"service <| tag == 'neutron-service' |> { hasrestart => true, restart => '/bin/true', start => '/bin/true', stop => '/bin/true', }",CWE-284,1
request-269,"package { ""ruby${title}"": ensure => latest, }",CWE-829,1
request-269,"package { ""ruby${title}-dev"": ensure => latest, }",CWE-829,1
request-270,"$auth = 'none',
$user = undef,
$password = undef,
...
heka::output::smtp { 'smtp_alert':
  ...
  auth => $auth,
  user => $user,
  password => $password,
  ...
}",CWE-522,1
request-271,"class { '::openstack::ha::swift': internal_virtual_ip => $internal_virtual_ip, ipaddresses => $ipaddresses, public_virtual_ip => $public_virtual_ip, server_names => $server_names, public_ssl => $public_ssl, public_ssl_path => $public_ssl_path, internal_ssl => $internal_ssl, internal_ssl_path => $internal_ssl_path, baremetal_virtual_ip => $baremetal_virtual_ip, bind_to_one => $bind_to_one, }",CWE-319,1
request-272,,,0
request-273,"package { ""openipmi"": ensure => latest; ""ipmitool"": ensure => latest; }",CWE-829,1
request-274,'port' => 12345,CWE-200,1
request-275,,,0
request-276,"file { ""/var/lib/tftpboot"": ensure => directory; ""/tftpboot"": ensure => link, target => ""/var/lib/tftpboot""; }",CWE-732,1
request-277,,,0
request-278,"'/opt/bacula/ssl': ensure => directory, owner => $bacula_client::settings::owner, group => $bacula_client::settings::group, mode => '0640', purge => true, recurse => true, require => class['packages::bacula_enterprise_client'];",CWE-276,1
request-279,"registry::value { 'defaultpassword': key => ""hklm\\software\\microsoft\\windows nt\\currentversion\\winlogon"", data => secret(""builder_pw_cleartext""), }",CWE-522,1
request-280,"file { $dir: ensure => directory, owner => 'redis', group => 'redis', mode => '0755', require => package['redis-server'], }",CWE-732,1
request-281,password_hash => mysql_password($password),CWE-328,1
request-282,"file { '/etc/puppet/hiera.yaml': content => '', }",CWE-494,1
request-283,"concat::fragment { 'dns allow-new-zones': target => $::dns::optionspath, content => 'allow-new-zones yes;', order => '20', }",CWE-284,1
request-284,"package { ""mod_passenger"": ensure => ""3.0.12-1.el6""; }",CWE-1104,1
request-285,,,0
request-286,,,0
request-287,$log_file = '/var/log/octavia/octavia.log',CWE-379,1
request-288,"file { 'midonet-manager-config': owner => 'root', group => 'root', mode => '0644', path => ""${mem_install_path}/config/client.js"", content => template(""${module_name}/manager/client.js.erb""), require => package['midonet-manager'] }",CWE-200,1
request-289,,,0
request-290,,,0
request-291,git_remote => 'https://github.com/wikimedia/change-propagation.git',CWE-494,1
request-292,,,0
request-293,,,0
request-294,"create_resources(ssh_authorized_key, $keys, { ensure => present, user => 'root' } )",CWE-620,1
request-295,"$vncproxy_protocol_real = pick( $vncproxy_protocol, $::nova::compute::vncproxy_protocol, $::nova::vncproxy::vncproxy_protocol, 'http')",CWE-319,1
request-296,"""${name}/dell_sc_verify_cert"": value => $dell_sc_verify_cert;",CWE-295,1
request-297,"ceph::key { ""client.${rgw_name}"": secret => $rgw_key, cap_mon => 'allow *', cap_osd => 'allow *', inject => true, }",CWE-732,1
request-297,"ceph::rgw::keystone { $rgw_name: rgw_keystone_admin_token => $keystone_admin_token, ... }",CWE-522,1
request-298,"file { '/etc/varnish/secret': owner => 'root', group => 'root', mode => '0755', content => '9cd5ac29-39c9-4b8b-98a8-d042de4f92c2', require => file['/etc/varnish'], }",CWE-266,1
request-299,,,0
request-300,"file { $alarm_definition_config: ensure => file, content => template($alarm_definition_config_source), mode => '0755', owner => 'root', group => 'root', }
file { $notification_config: ensure => file, content => template($notification_config_source), mode => '0755', owner => 'root', group => 'root', }
file { $notification_assignments: ensure => file, content => template($notification_assignments_source), mode => '0755', owner => 'root', group => 'root', }",CWE-732,1
request-301,,,0
request-302,"$password = $scaleio['password']
if $scaleio['existing_cluster'] {
  $client_password = $password
} else {
  $client_password_str = base64('encode', pw_hash($password, 'sha-512', 'scaleio.client.access'))
  $client_password = inline_template('sio-<%= @client_password_str[33..40] %>-<%= @client_password_str[41..48] %>')
}
...
class {'::scaleio_openstack::nova':
  ensure => present,
  gateway_user => $::gateway_user,
  gateway_password => $client_password,
  gateway_ip => $gateway_ip,
  gateway_port => $::gateway_port,
  protection_domains => $pd_name,
  storage_pools => $::storage_pools,
  provisioning_type => $provisioning_type,
}",CWE-522,1
request-303,,,0
request-304,"$public_protocol = get_ssl_property($ssl_hash, $public_ssl_hash, 'glance', 'public', 'protocol', 'http')",CWE-319,1
request-304,"$internal_protocol = get_ssl_property($ssl_hash, {}, 'glance', 'internal', 'protocol', 'http')",CWE-319,1
request-304,"$admin_protocol = get_ssl_property($ssl_hash, {}, 'glance', 'admin', 'protocol', 'http')",CWE-319,1
request-304,"$glare_public_protocol = get_ssl_property($ssl_hash, $public_ssl_hash, 'glare', 'public', 'protocol', 'http')",CWE-319,1
request-304,"$glare_internal_protocol = get_ssl_property($ssl_hash, {}, 'glare', 'internal', 'protocol', 'http')",CWE-319,1
request-304,"$glare_admin_protocol = get_ssl_property($ssl_hash, {}, 'glare', 'admin', 'protocol', 'http')",CWE-319,1
request-305,"@@nova::manage::cells { $cell_name: cell_type => $cell_type, cell_parent_name => $cell_parent_name, rabbit_username => $::nova::rabbit_userid, rabbit_password => $::nova::rabbit_password, rabbit_hosts => $::nova::rabbit_hosts, rabbit_port => $::nova::rabbit_port, rabbit_virtual_host => $::nova::rabbit_virtual_host, weight_offset => $weight_offset, weight_scale => $weight_scale, before => service['cells'] }",CWE-522,1
request-306,"database => { type => 'mysql', host => $full_db_host, name => $db_name, user => $db_username, password => $db_password, },",CWE-256,1
request-306,"security => { admin_user => $admin_username, admin_password => $admin_password, },",CWE-256,1
request-307,,,0
request-308,,,0
request-309,,,0
request-310,"if $coordination_url { ensure_resource('ceilometer_config', 'coordination/backend_url', {'value' => $coordination_url}) }",CWE-494,1
request-311,"class lma_collector::collectd::memcached ( $host, $port = 11211, ) { ... }",CWE-1188,1
request-312,,,0
request-313,"class {'midonet::cluster': ... keystone_admin_token => 'testmido', ... }",CWE-798,1
request-313,"class { 'midonet::agent': ... shared_secret => 'testmido', ... }",CWE-798,1
request-313,"class {'midonet::cli': username => 'midogod', password => 'midogod', ... }",CWE-798,1
request-313,"midonet_host_registry { $::hostname: ... username => 'midogod', password => 'midogod', ... }",CWE-798,1
request-314,,,0
request-315,,,0
request-316,,,0
request-317,$database_connection = 'sqlite:////var/lib/mistral/mistral.sqlite',CWE-312,1
request-318,,,0
request-319,"$auth_url = ""http://$server_address:$server_port/keystone/v2.0""",CWE-319,1
request-320,"$rabbit_api_endpoint = ""http://${management_bind_ip_address}:${management_port}/api/definitions""",CWE-319,1
request-321,"$midonet_repo_url = ""http://${mem_username}:${mem_password}@${midonet::params::midonet_repo_baseurl}/mem-${mem_version}""",CWE-319,1
request-322,"file { ""/usr/bin/hg"": ensure => ""link"", replace => ""no"", mode => 755, target => $mercurial; }",CWE-732,1
request-323,,,0
request-324,"service <| tag == 'glance-service' |> { hasrestart => true, restart => '/bin/true', start => '/bin/true', stop => '/bin/true', }",CWE-284,1
