File.ID,Script.Content,Defect.Label,,misconfigured_snippet,related_cwe,misconfiguration_label,verification
22,"class role::wikidata( $main_page ) { require ::role::mediawiki include ::role::sitematrix mediawiki::wiki { 'wikidata': } ensure_resource('mediawiki::wiki', 'en') mediawiki::import::text { $main_page: content => 'welcome to wikidata', wiki => 'wikidata', db_name => 'wikidatawiki', } mediawiki::import::text { 'mediawiki:mainpage': content => $main_page, wiki => 'wikidata', db_name => 'wikidatawiki', } mediawiki::extension { 'wikidatabuildresources': remote => 'https://gerrit.wikimedia.org/r/wikidata/build-resources', entrypoint => 'wikidata.php', composer => true, needs_update => true, settings => template('role/wikidata/shared.php.erb'), } mediawiki::settings { 'wikidata-init': priority => $::load_early, values => template('role/wikidata/init.php.erb'), } exec { 'wikidata-update-git-remote': command => '/usr/bin/git remote set-url origin https://gerrit.wikimedia.org/r/wikidata/build-resources', unless => ""/usr/bin/git remote -v | grep -q 'https://gerrit.wikimedia.org/r/wikidata/build-resources'"", cwd => ""${::mediawiki::dir}/extensions/wikidatabuildresources"", require => mediawiki::extension['wikidatabuildresources'], } mediawiki::maintenance { 'wikidata-populate-site-tables': command => ""/usr/local/bin/foreachwikiwithextension wikidatabuildresources extensions/wikidatabuildresources/extensions/wikibase/lib/maintenance/populatesitestable.php --load-from http://en${mediawiki::multiwiki::base_domain}${::port_fragment}/w/api.php"", refreshonly => true, } mediawiki::wiki<| |> ~> mediawiki::maintenance['wikidata-populate-site-tables'] }",0,,"exec { 'wikidata-update-git-remote': command => '/usr/bin/git remote set-url origin https://gerrit.wikimedia.org/r/wikidata/build-resources', unless => ""/usr/bin/git remote -v | grep -q 'https://gerrit.wikimedia.org/r/wikidata/build-resources'"", cwd => ""${::mediawiki::dir}/extensions/wikidatabuildresources"", require => mediawiki::extension['wikidatabuildresources'], }",CWE-78,1,1
23,"define pacemaker::resource::ip( $ensure = 'present', $ip_address = undef, $cidr_netmask = '32', $nic = '', $group_params = '', $post_success_sleep = 0, $tries = 1, $try_sleep = 0, $verify_on_create = false, ) { $cidr_option = $cidr_netmask ? { '' => '', default => "" cidr_netmask=${cidr_netmask}"" } $nic_option = $nic ? { '' => '', default => "" nic=${nic}"" } $resource_name = regsubst($ip_address, '(:)', '.', 'g') pcmk_resource { ""ip-${resource_name}"": ensure => $ensure, resource_type => 'ipaddr2', resource_params => ""ip=${ip_address}${cidr_option}${nic_option}"", group_params => $group_params, post_success_sleep => $post_success_sleep, tries => $tries, try_sleep => $try_sleep, verify_on_create => $verify_on_create, require => exec['wait-for-settle'], } }",1,,,,0,0
24,"class openstack_integration::heat { include ::openstack_integration::config include ::openstack_integration::params rabbitmq_user { 'heat': admin => true, password => 'an_even_bigger_secret', provider => 'rabbitmqctl', require => class['::rabbitmq'], } rabbitmq_user_permissions { 'heat@/': configure_permission => '.*', write_permission => '.*', read_permission => '.*', provider => 'rabbitmqctl', require => class['::rabbitmq'], } if $::openstack_integration::config::ssl { openstack_integration::ssl_key { 'heat': require => package['heat-common'], } $key_file = ""/etc/heat/ssl/private/${::fqdn}.pem"" $crt_file = $::openstack_integration::params::cert_path file[$key_file] ~> service<| tag == 'heat-service' |> exec['update-ca-certificates'] ~> service<| tag == 'heat-service' |> } else { $key_file = undef $crt_file = undef } class { '::heat::keystone::authtoken': password => 'a_big_secret', user_domain_name => 'default', project_domain_name => 'default', auth_url => $::openstack_integration::config::keystone_admin_uri, auth_uri => $::openstack_integration::config::keystone_auth_uri, memcached_servers => $::openstack_integration::config::memcached_servers, } class { '::heat': rabbit_userid => 'heat', rabbit_password => 'an_even_bigger_secret', rabbit_host => $::openstack_integration::config::ip_for_url, rabbit_use_ssl => $::openstack_integration::config::ssl, rabbit_port => $::openstack_integration::config::rabbit_port, database_connection => 'mysql+pymysql://heat:heat@127.0.0.1/heat?charset=utf8', debug => true, } class { '::heat::db::mysql': password => 'heat', } class { '::heat::keystone::auth': password => 'a_big_secret', configure_delegated_roles => true, public_url => ""${::openstack_integration::config::base_url}:8004/v1/%(tenant_id)s"", internal_url => ""${::openstack_integration::config::base_url}:8004/v1/%(tenant_id)s"", admin_url => ""${::openstack_integration::config::base_url}:8004/v1/%(tenant_id)s"", } class { '::heat::keystone::domain': domain_password => 'oh_my_no_secret', } keystone_user_role['heat_admin::heat@::heat'] -> file['/root/openrc'] class { '::heat::client': } class { '::heat::api': bind_host => $::openstack_integration::config::host, workers => '2', use_ssl => $::openstack_integration::config::ssl, cert_file => $crt_file, key_file => $key_file, } class { '::heat::engine': auth_encryption_key => '1234567890azertyuiopmlkjhgfdsq12', heat_metadata_server_url => ""${::openstack_integration::config::base_url}:8000"", heat_waitcondition_server_url => ""${::openstack_integration::config::base_url}:8000/v1/waitcondition"", heat_watch_server_url => ""${::openstack_integration::config::base_url}:8003"", } class { '::heat::api_cloudwatch': bind_host => $::openstack_integration::config::host, workers => '2', use_ssl => $::openstack_integration::config::ssl, cert_file => $crt_file, key_file => $key_file, } class { '::heat::api_cfn': bind_host => $::openstack_integration::config::host, workers => '2', use_ssl => $::openstack_integration::config::ssl, cert_file => $crt_file, key_file => $key_file, } }",1,,"auth_encryption_key => '1234567890azertyuiopmlkjhgfdsq12' | rabbitmq_user { 'heat': admin => true, password => 'an_even_bigger_secret', provider => 'rabbitmqctl', require => class['::rabbitmq'], } | class { '::heat::keystone::authtoken': password => 'a_big_secret', user_domain_name => 'default', project_domain_name => 'default', auth_url => $::openstack_integration::config::keystone_admin_uri, auth_uri => $::openstack_integration::config::keystone_auth_uri, memcached_servers => $::openstack_integration::config::memcached_servers, } | class { '::heat::keystone::domain': domain_password => 'oh_my_no_secret', } | database_connection => 'mysql+pymysql://heat:heat@127.0.0.1/heat?charset=utf8'","CWE-326, CWE-259, CWE-259, CWE-259, CWE-259",1,1
25,"class role::oauth ( $dir, $secret_key, $example_consumer_key, $example_consumer_secret, $example_secret_key, ) { require ::role::mediawiki mediawiki::extension { 'oauth': needs_update => true, composer => true, settings => [ '$wgmwoauthsecuretokentransfer = false', ""\$wgoauthsecretkey = '${secret_key}'"", '$wggrouppermissions[""sysop""][""mwoauthmanageconsumer""] = true', '$wggrouppermissions[""user""][""mwoauthproposeconsumer""] = true', '$wggrouppermissions[""user""][""mwoauthupdateownconsumer""] = true', '$wgoauthgroupstonotify = [ ""sysop"" ]', ] } file { $dir: ensure => directory, } file { ""${dir}/index.php"": content => template('role/oauth/hello_world.php.erb'), } file { ""${dir}/oauth-hello-world.ini"": content => template('role/oauth/oauth-hello-world.ini.erb'), } apache::site_conf { 'oauth-hello-world': site => 'devwiki', content => template('role/oauth/apache.conf.erb'), } role::oauth::consumer { 'hello world': description => 'oauth test for mw-vagrant', consumer_key => $example_consumer_key, secret_key => $example_secret_key, callback_url => ""${::mediawiki::server_url}/oauth-hello-world/"", grants => ['useoauth', 'editpage', 'createeditmovepage'], } mediawiki::import::text{ 'vagrantroleoauth': source => 'puppet:///modules/role/oauth/vagrantroleoauth.wiki', } }",1,,"""$wgoauthsecretkey = '${secret_key}'""",CWE-798,1,1
26,"define oslo::policy( $policy_file = $::os_service_default, $policy_default_rule = $::os_service_default, $policy_dirs = $::os_service_default, ) { if !is_service_default($policy_dirs) { $policy_dirs_orig = join(any2array($policy_dirs), ',') } else { $policy_dirs_orig = $policy_dirs } $policy_options = { 'oslo_policy/policy_file' => { value => $policy_file }, 'oslo_policy/policy_default_rule' => { value => $policy_default_rule }, 'oslo_policy/policy_dirs' => { value => $policy_dirs_orig }, } create_resources($name, $policy_options) }",1,,,,0,1
27,notice('modular: odl-service.pp') class { 'opendaylight::service':},1,,,,0,1
28,"class swift::proxy::slo ( $max_manifest_segments = '1000', $max_manifest_size = '2097152', $min_segment_size = '1048576', $rate_limit_after_segment = '10', $rate_limit_segments_per_sec = '0', $max_get_time = '86400' ) { include ::swift::deps concat::fragment { 'swift_slo': target => '/etc/swift/proxy-server.conf', content => template('swift/proxy/slo.conf.erb'), order => '230', } }",0,,,,0,1
29,"class murano::db ( $database_connection = 'mysql://murano:secrete@localhost:3306/murano', $database_idle_timeout = $::os_service_default, $database_min_pool_size = $::os_service_default, $database_max_pool_size = $::os_service_default, $database_max_retries = $::os_service_default, $database_retry_interval = $::os_service_default, $database_max_overflow = $::os_service_default, $database_db_max_retries = $::os_service_default, ) { $database_connection_real = pick($::murano::database_connection, $database_connection) $database_idle_timeout_real = pick($::murano::database_idle_timeout, $database_idle_timeout) $database_min_pool_size_real = pick($::murano::database_min_pool_size, $database_min_pool_size) $database_max_pool_size_real = pick($::murano::database_max_pool_size, $database_max_pool_size) $database_max_retries_real = pick($::murano::database_max_retries, $database_max_retries) $database_retry_interval_real = pick($::murano::database_retry_interval, $database_retry_interval) $database_max_overflow_real = pick($::murano::database_max_overflow, $database_max_overflow) validate_re($database_connection_real, '^(mysql(\+pymysql)?|postgresql):\/\/(\s+:\s+@\s+\/\s+)?') oslo::db { 'murano_config': connection => $database_connection_real, idle_timeout => $database_idle_timeout_real, min_pool_size => $database_min_pool_size_real, max_pool_size => $database_max_pool_size_real, max_retries => $database_max_retries_real, retry_interval => $database_retry_interval_real, max_overflow => $database_max_overflow_real, db_max_retries => $database_db_max_retries, } }",0,,$database_connection = 'mysql://murano:secrete@localhost:3306/murano',CWE-259,1,1
30,"class midonet::cluster::install ( $package_name = 'midonet-cluster', $is_mem = false ) { package { 'midonet-cluster': ensure => present, name => $package_name, } if $is_mem { package { 'midonet-cluster-mem': ensure => present, require => class['midonet::repository']} } else { notice('skipping installation of midonet-cluster-mem') } }",0,,,,0,1
31,"class packages::mod_passenger { case $::operatingsystem { centos: { package { ""mod_passenger"": ensure => ""3.0.12-1.el6""; } } default: { fail(""cannot install on $::operatingsystem"") } } }",0,,,,0,1
32,"define bors::cron($basedir, $owner, $status_location) { include packages::procmail file { ""/etc/cron.d/bors-${title}"": ensure => absent; } }",0,,,,0,1
33,"class designate::keystone::auth ( $password = false, $email = 'designate@localhost', $auth_name = 'designate', $service_name = 'designate', $service_type = 'dns', $service_description = 'openstack dnsaas service', $region = 'regionone', $tenant = 'services', $configure_user = true, $configure_user_role = true, $configure_endpoint = true, $public_url = 'http://127.0.0.1:9001/v1', $admin_url = 'http://127.0.0.1:9001/v1', $internal_url = 'http://127.0.0.1:9001/v1', ) { keystone_user_role[""${auth_name}@${tenant}""] ~> service <| name == 'designate-api' |> keystone::resource::service_identity { 'designate': configure_user => $configure_user, configure_user_role => $configure_user_role, configure_endpoint => $configure_endpoint, service_name => $service_name, service_type => $service_type, service_description => $service_description, region => $region, auth_name => $auth_name, password => $password, email => $email, tenant => $tenant, public_url => $public_url, internal_url => $internal_url, admin_url => $admin_url, } }",1,,$password = false,CWE-259,1,1
34,"class heat::engine ( $auth_encryption_key, $package_ensure = 'present', $manage_service = true, $enabled = true, $heat_stack_user_role = $::os_service_default, $heat_metadata_server_url = 'http://127.0.0.1:8000', $heat_waitcondition_server_url = 'http://127.0.0.1:8000/v1/waitcondition', $heat_watch_server_url = 'http://127.0.0.1:8003', $engine_life_check_timeout = $::os_service_default, $deferred_auth_method = $::os_service_default, $default_software_config_transport = $::os_service_default, $default_deployment_signal_transport = $::os_service_default, $trusts_delegated_roles = ['heat_stack_owner'], $instance_connection_is_secure = $::os_service_default, $instance_connection_https_validate_certificates = $::os_service_default, $max_resources_per_stack = $::os_service_default, $num_engine_workers = $::os_service_default, $convergence_engine = $::os_service_default, $environment_dir = $::os_service_default, $template_dir = $::os_service_default, ) { include ::heat::deps $allowed_sizes = ['16','24','32'] $param_size = size($auth_encryption_key) if ! (member($allowed_sizes, ""${param_size}"")) { fail(""${param_size} is not a correct size for auth_encryption_key parameter, it must be either 16, 24, 32 bytes long."") } include ::heat include ::heat::params package { 'heat-engine': ensure => $package_ensure, name => $::heat::params::engine_package_name, tag => ['openstack', 'heat-package'], } if $manage_service { if $enabled { $service_ensure = 'running' } else { $service_ensure = 'stopped' } } service { 'heat-engine': ensure => $service_ensure, name => $::heat::params::engine_service_name, enable => $enabled, hasstatus => true, hasrestart => true, tag => 'heat-service', } heat_config { 'default/auth_encryption_key': value => $auth_encryption_key; 'default/heat_stack_user_role': value => $heat_stack_user_role; 'default/heat_metadata_server_url': value => $heat_metadata_server_url; 'default/heat_waitcondition_server_url': value => $heat_waitcondition_server_url; 'default/heat_watch_server_url': value => $heat_watch_server_url; 'default/engine_life_check_timeout': value => $engine_life_check_timeout; 'default/default_software_config_transport': value => $default_software_config_transport; 'default/default_deployment_signal_transport': value => $default_deployment_signal_transport; 'default/trusts_delegated_roles': value => $trusts_delegated_roles; 'default/deferred_auth_method': value => $deferred_auth_method; 'default/max_resources_per_stack': value => $max_resources_per_stack; 'default/instance_connection_https_validate_certificates': value => $instance_connection_https_validate_certificates; 'default/instance_connection_is_secure': value => $instance_connection_is_secure; 'default/num_engine_workers': value => $num_engine_workers; 'default/convergence_engine': value => $convergence_engine; 'default/environment_dir': value => $environment_dir; 'default/template_dir': value => $template_dir; } }",1,,default/heat_metadata_server_url': value => $heat_metadata_server_url; | 'default/heat_waitcondition_server_url': value => $heat_waitcondition_server_url; | 'default/heat_watch_server_url': value => $heat_watch_server_url;,"CWE-319, CWE-319, CWE-319",1,1
